,Operating Name,Issued,year,postal,area
55240,THE FIRST STEP RESTAURANT,01/01/69,1969,M8W1J8,M8W
55241,GARY'S CAFE,06/02/90,1990,M8Y1L2,M8Y
55242,J. KWINTER GOURMET HOT DOGS,14/04/94,1994,M6A2T9,M6A
55243,CHICKEN ROTISSERIE CHICKEN,18/04/95,1995,M1H1A6,M1H
55244,SUSHI GARDEN,14/03/97,1997,M4R1A1,M4R
55245,THE QUEEN'S LEGS,01/01/94,1994,M4R1B2,M4R
55246,PIZZA HEART,10/02/94,1994,M5S2G8,M5S
55247,TYMELESS CREATIONS,27/05/96,1996,M4Y1T1,M4Y
55248,CASABLANCA SA EDSA RESTAURANT,03/02/95,1995,M6B3A7,M6B
55249,THE COFFEE CUP,28/03/95,1995,M5T1L9,M5T
55250,NICK'S CORNER HOUSE RESTAURANT,01/01/96,1996,M6B3J5,M6B
55251,NEW WORLD ORDER,17/05/96,1996,M6B3P7,M6B
55252,PIZZAPLUZ,07/01/97,1997,M4K3V7,M4K
55253,COFFEE TIME DONUTS,01/03/91,1991,M1R5G4,M1R
55254,STEPP-IN DELI & DONUTS,04/11/92,1992,M1E2N2,M1E
55255,AIDA'S FALAFEL-SHERWAY GARDEN'S,05/10/90,1990,M9C1B8,M9C
55256,FINS N' SHELLS RESTAURANT,04/06/92,1992,M9C1B8,M9C
55257,THE FERRET AND FIRKIN,10/03/95,1995,M5S2T9,M5S
55258,POSEIDON FINSH BISRO,15/04/96,1996,M9C1B8,M9C
55259,GOOD TIME DONUT,24/06/94,1994,M1J1G7,M1J
55260,ALINA,26/07/96,1996,M1V3S8,M1V
55261,TAKE 5 DELI & DONUTS,01/01/96,1996,M1M1P1,M1M
55262,PAINTED POST FISH & CHIPS,04/06/91,1991,M1H2Y1,M1H
55263,SPARGALO,17/08/92,1992,M6C1B5,M6C
55264,INTERNATIONAL SHISH KEBOB,01/01/97,1997,M6E1C7,M6E
55265,,01/01/66,1966,M6G1C3,M6G
55266,MADE IN JAPAN,08/02/89,1989,M2J5A7,M2J
55267,,13/07/82,1982,M4L1G2,M4L
55268,DUFFERIN SPORTS BAR & CAFE,28/09/92,1992,M6B3R7,M6B
55269,JUST GOOD FOOD,17/02/94,1994,M6C1A2,M6C
55270,TONY'S BILLIARDS FGFM,01/01/95,1995,M6B3S5,M6B
55271,THE ROASTERY COFFEE COMPANY,26/05/95,1995,M6K1Y7,M6K
55272,YEE'S RESTAURANT,07/06/95,1995,M6B3S4,M6B
55273,ALEX COFFEE SHOP,15/06/95,1995,M3C1J4,M3C
55274,HUNAN LION RESTAURANT,23/06/92,1992,M5G1C7,M5G
55275,FRENCH LIPS ADULT ENTERTAINMENT,04/07/96,1996,M8Z1T8,M8Z
55276,MAGNOLIA GARDEN SEAFOOD RESTAURANT LTD,25/04/97,1997,M5T2E6,M5T
55277,RHODES,01/01/64,1964,M4T1Z6,M4T
55278,BARAN COFFEE SHOP,07/04/97,1997,M4J1L8,M4J
55279,PITA STOP,01/01/90,1990,M5C1E5,M5C
55280,BLUE LAKE RESTAURANT & TAVERN,13/05/92,1992,M9N1X7,M9N
55281,WINDMILL RESTAURANT,20/04/94,1994,M9L1Y7,M9L
55282,BLUE SKY,17/04/97,1997,M5T2G8,M5T
55283,LUCY'S OPEN KITCHEN,01/01/97,1997,M5V1E3,M5V
55284,ARTZ FOOD SERVICES,16/05/97,1997,M4M2T5,M4M
55285,DONUT SUPREME,28/08/96,1996,M1H3E2,M1H
55286,PIZZANOVA #64,13/11/91,1991,M1M1T1,M1M
55287,ART GALLERY OF ONTARIO RESTAURANT,01/01/66,1966,M5T1G4,M5T
55288,VERA'S PLACE RESTAURANT,08/01/91,1991,M2N6N4,M2N
55289,LUCKY CHINA WOK RESTAURANT,09/03/95,1995,M4M1G3,M4M
55290,EVEREST RESTAURANT,14/04/97,1997,M5C1W4,M5C
55291,CASA FIESTA RESTAURANT,27/02/96,1996,M5T2X1,M5T
55292,RAJ NAGAR,13/01/94,1994,M4Y1Z9,M4Y
55293,WILSON CAFE,08/01/96,1996,M9L1Y3,M9L
55294,VENUS RESTAURANT,01/01/67,1967,M6N1K9,M6N
55295,PIZZAVILLE,19/06/96,1996,M4N2M4,M4N
55296,ALMADINAH FAST FOOD,11/03/97,1997,M1P4Y4,M1P
55297,SOLO NOI ITALIAN CAFE,03/03/97,1997,M6B3R7,M6B
55298,MR SOUVLAKI,01/10/92,1992,M5A2E7,M5A
55299,FERRERI CAFE,02/02/93,1993,M4J1M6,M4J
55300,SHOPSY'S DELICATESSEN & RESTAURANT,29/02/96,1996,M5E1G4,M5E
55301,SHOPSY'S DELI,08/05/96,1996,M5V1J2,M5V
55302,KENNEDY TOWN RESTAURANT,12/04/78,1978,M1K2P3,M1K
55303,PEKING ENTER HOUSE RESTAURANT,01/01/94,1994,M8V1K5,M8V
55304,THE WOKKER RESTAURANT,12/07/91,1991,M4M1H3,M4M
55305,FLAMINGO HOUSE RESTAURANT,31/03/95,1995,M5A3A2,M5A
55306,AGNES' STEAK HOUSE,17/07/95,1995,M4M1J3,M4M
55307,GAVROS NO 1 FAMILY RESTAURANT,02/01/97,1997,M9N2A7,M9N
55308,PAUL'S PARRILLADA,29/05/97,1997,M6N1H8,M6N
55309,DUTCH MASTERS DONUTS,09/01/96,1996,M3B1Y5,M3B
55310,DONUT DELIGHT,01/03/89,1989,M9M1A2,M9M
55311,TOOZER'S,13/03/91,1991,M8W1P6,M8W
55312,THE SANDWICH BOARD - JOHN STREET,14/10/93,1993,M5V3E3,M5V
55313,KAKUSHIMA,17/05/95,1995,M1R4E2,M1R
55314,BEAVER FOODS LIMITED,24/09/92,1992,M2M4B3,M2M
55315,CYPRESS RESTOBAR,01/05/96,1996,M4Y1W6,M4Y
55316,KRYSTOFER DELI,03/07/96,1996,M8V1C4,M8V
55317,AMMAN FOOD,11/07/96,1996,M3N2J5,M3N
55318,C & H BURGER & COFFEE SHOP,25/07/90,1990,M1M1N3,M1M
55319,COME BY CHANCE RESTAURANT,02/01/91,1991,M6N3P8,M6N
55320,MUDDY YORK RESTAURANT,01/01/77,1977,M5E1M2,M5E
55321,THE OLD FISH MARKET,01/01/76,1976,M5E1A6,M5E
55322,FIT FOR LIFE,01/01/94,1994,M5J2J5,M5J
55323,COFFEE TIME DONUTS,04/02/93,1993,M6E1A4,M6E
55324,EDO JAPAN,27/05/93,1993,M5J2S1,M5J
55325,EL TACO GRANDE,18/10/95,1995,M5B2G9,M5B
55326,KELLY'S DONUTS SUBS & CAFE,06/03/96,1996,M1W3Y3,M1W
55327,STERGY'S,01/01/71,1971,M4C1L7,M4C
55328,PIZZERIA UNO RESTAURANT & BAR,05/07/89,1989,M5E1B8,M5E
55329,3 FOR 1 PIZZA A WINGS STORE#14,18/01/96,1996,M4K1N6,M4K
55330,THE GINGER MAN RESTAURANT,12/02/79,1979,M4B2K3,M4B
55331,ALL STAR DONUT DELI,07/06/86,1986,M5G1C5,M5G
55332,PHILOXENIA,16/05/85,1985,M4K1P5,M4K
55333,CHIENG-MAI,24/04/89,1989,M5G1C3,M5G
55334,CAFE DEMETRE,17/08/89,1989,M4K1P3,M4K
55335,NEW YORK CAFE & BAR,20/06/91,1991,M4K2P6,M4K
55336,GREEK CHALET FAMILY RESTAURANT,15/03/93,1993,M4C1L8,M4C
55337,KRINGLES GOOD EATS,20/05/93,1993,M4K2P6,M4K
55338,BENJES WESTINDIES FAST FOOD,15/10/93,1993,M4K3T6,M4K
55339,AXUM RESTAURANT INC,10/02/94,1994,M4C1H8,M4C
55340,LE PETIT YOFI'S,16/05/94,1994,M4E1G8,M4E
55341,SOUVLAKI TIME,08/06/94,1994,M4K2S4,M4K
55342,VRANJES RESTAURANT,04/01/95,1995,M4K1N4,M4K
55343,TIME OUT BAR & EATERY,21/02/95,1995,M4K1P4,M4K
55344,MEMORIES DINER,24/07/95,1995,M4K1P1,M4K
55345,ANTOINETTE'S,26/07/95,1995,M4E1H7,M4E
55346,CAFE 521,01/01/96,1996,M4K1P7,M4K
55347,THANASI CAFE,01/01/96,1996,M4K3T9,M4K
55348,COMBINATION CAFE,18/01/96,1996,M4C1J8,M4C
55349,KAOENEION OMONOIA,26/02/96,1996,M4K3T6,M4K
55350,ALEXANDROS TAKE-OUT,20/03/96,1996,M4K1P6,M4K
55351,CAFE 521,22/04/96,1996,M4K1P7,M4K
55352,SYROS SOUVLAKI BBQ PLACE,24/04/96,1996,M4K1P7,M4K
55353,AGEON COFFEE,29/04/96,1996,M4K3T2,M4K
55354,LILY GARDEN,05/06/96,1996,M4E1G9,M4E
55355,THE CROISSANT PLACE,04/07/96,1996,M4J1L2,M4J
55356,CAFE AU' LAIT,11/07/96,1996,M4C1J6,M4C
55357,CORNED BEEF CORNER LTD,01/08/96,1996,M4C1K9,M4C
55358,VENA'S RESTAURANT,04/11/96,1996,M5G1C8,M5G
55359,WHITLOCK'S RESTAURANT INC,01/01/92,1992,M4L1H7,M4L
55360,V W FOODS MARKET,28/02/95,1995,M4K3V4,M4K
55361,LA CUP OF COFFEE & DONUTS,06/05/96,1996,M6G1A9,M6G
55362,COFFEE TIME DONUTS,10/05/96,1996,M4L1G3,M4L
55363,HONEY BEE CHINESE FOOD,01/01/72,1972,M4L1J4,M4L
55364,CUPPA CAFE,11/09/87,1987,M4L1H8,M4L
55365,THE SECOND CUP,07/01/89,1989,M4L1H6,M4L
55366,HOUSE OF CHEUNG RESTAURANT & TAVERN,14/06/89,1989,M6H1N8,M6H
55367,RACEWAY SUBMARINE,16/06/89,1989,M4L1G7,M4L
55368,TWINS CAFE,21/01/93,1993,M6G2V7,M6G
55369,MR SUBMARINE,11/03/93,1993,M4L1J1,M4L
55370,EL BODEGON RESTAURANT,07/03/94,1994,M6G1A9,M6G
55371,ON OUR OWN: ONTARIO PATIENTS SELF-HELP ASSOCIATION,27/05/94,1994,M4L1H1,M4L
55372,BELLEFAIR CAFE,13/01/95,1995,M4L1J1,M4L
55373,ANDINA BAKERY,26/04/95,1995,M6H1N7,M6H
55374,WORLD POP'S,27/06/95,1995,M6G3B1,M6G
55375,MICHAEL'S COFFEE HOUSE,30/01/96,1996,M6G2N3,M6G
55376,CHUBBY'S,13/02/96,1996,M4L1G3,M4L
55377,SUPPER TIME CHINESE FOOD REST,12/04/96,1996,M6P3S5,M6P
55378,OUT SOMEWHERE,13/06/96,1996,M4L1J1,M4L
55379,PANAMA CAFE BAR & GRILL,13/06/96,1996,M6H2X8,M6H
55380,NEW FRONTIER,29/07/96,1996,M6G1B4,M6G
55381,SYNANTISI COFFEE SHOP,03/05/94,1994,M4J1L5,M4J
55382,WEST SIDE B.B.Q. RESTAURANT,01/01/95,1995,M6G1M3,M6G
55383,OSOME JAPANESE FOOD,17/02/95,1995,M2H2N5,M2H
55384,NUMBER ONE SPORTS BAR AND RESTAURANT,13/06/95,1995,M6E1C6,M6E
55385,FRANKLIN RESTAURANT & BAR,01/01/97,1997,M6N3R4,M6N
55386,JOKERS WILD,07/10/74,1974,M9N2R9,M9N
55387,THE COPPER POT RESTAURANT,18/08/93,1993,M6B3J5,M6B
55388,SARAS SRILANKAN WESTEAST INDIAN FAST FOOD,06/09/96,1996,M1W2K2,M1W
55389,MERMAID'S CHOICE,22/05/92,1992,M4N2H8,M4N
55390,3 PIZZA 3 WINGS,04/01/95,1995,M9A1C2,M9A
55391,,01/01/60,1960,M9B3Y8,M9B
55392,MISS DIANA'S RESTAURANT,01/01/57,1957,M8V1J5,M8V
55393,DEN COFFEE SHOP & RESTAURANT,07/03/88,1988,M4S1Y2,M4S
55394,BWURST CHICKEN INC,17/11/93,1993,M9A1B8,M9A
55395,CARIBBEAN QUEEN ROTI HUT,01/01/94,1994,M8V1J9,M8V
55396,FAMOSO CAFFEE,16/06/94,1994,M4S1X8,M4S
55397,PIZZA HOME,30/05/95,1995,M4S1Z8,M4S
55398,ENOVINO BAR & RESTAURANT,08/06/95,1995,M9A1C2,M9A
55399,ALLO BISTRO RESTAURANT,19/01/96,1996,M4S1Z8,M4S
55400,THE NEW PLOUGHMAN,27/05/96,1996,M4S1X8,M4S
55401,NINA'S GIFTS & GREETINGS,28/05/96,1996,M4S1E8,M4S
55402,PUNTLAND RESTAURANT,06/03/97,1997,M6P1Y5,M6P
55403,GLORIA'S GARDEN DELI,12/07/93,1993,M3C3G8,M3C
55404,ISLAND COVE TWO,29/04/96,1996,M4X1K2,M4X
55405,BUFFET QUEEN,13/01/97,1997,M6E1C4,M6E
55406,DOUBLE DOUBLE PIZZA,21/02/96,1996,M4N2L8,M4N
55407,THAI GARDEN RESTAURANT,03/02/93,1993,M1S4N6,M1S
55408,SEOUL VILLAGE RESTAURANT,03/02/93,1993,M1S4N6,M1S
55409,RASA SAYANG MALAYSIAN RESTAURANT,11/01/94,1994,M5T1R5,M5T
55410,RUFFAGE RESTAURANT,20/09/96,1996,M5J2H7,M5J
55411,CANEJO BBQ CHICKEN,06/03/97,1997,M6J1V9,M6J
55412,SECOND CUP COFFEE CO. SHERWAY GARDENS,23/10/92,1992,M9C1B8,M9C
55413,SPADINA INN RESTAURANT,01/01/63,1963,M5T2C3,M5T
55414,,01/01/55,1955,M5G1K2,M5G
55415,DOUBLE HAPPINESS,29/09/94,1994,M6G1K5,M6G
55416,OASIS TEASE,05/09/95,1995,M8W2V4,M8W
55417,LONDON STYLE FISH & CHIPS,01/01/94,1994,M2J5A7,M2J
55418,MR. ZEE'S BAR & EATERY RESTAURANT,09/05/95,1995,M1P2H2,M1P
55419,CENTRAL RESTAURANT,01/01/59,1959,M6C1A7,M6C
55420,CRYSTAL DINING LOUNGE,15/06/92,1992,M1S4R5,M1S
55421,BURGERS AND DOGS,15/09/95,1995,M2N6L8,M2N
55422,YU'S GARDEN CHINESE RESTAURANT,14/01/97,1997,M4E1G9,M4E
55423,HAMSI PUB BAR GRILL,30/01/97,1997,M6P3S5,M6P
55424,MOGHUL ROOM,19/01/87,1987,M5S1Y6,M5S
55425,FLAMENGO SPORTS BAR & TAVERN INC.,01/01/93,1993,M6G1B5,M6G
55426,THE NEW SABOR LATINO RESTAURANT & LOUNGE,25/10/95,1995,M5R3G1,M5R
55427,LUCKY DONUT SHOP,21/07/95,1995,M4L1Y5,M4L
55428,GLENMORE FISH & CHIPS,01/01/89,1989,M4L2C1,M4L
55429,KENTUCKY FRIED CHICKEN & SCOTT'S CHICKEN VILLA,14/06/91,1991,M4L1Z3,M4L
55430,DA DANTE RISTORANTE,10/06/92,1992,M4N2M6,M4N
55431,ALAN'S COFFEE AND SANDWICH FAST FOOD,01/01/96,1996,M4L1Y8,M4L
55432,YU'S GARDEN CHINESE RESTAURANT,16/09/94,1994,M4L3B1,M4L
55433,SUBMARINE AT BROADVIEW,14/01/91,1991,M4M2G6,M4M
55434,XE LUA RESTAURANT,12/08/91,1991,M4M1Y2,M4M
55435,KWALITY RESTAURANT,07/02/92,1992,M4L1Z7,M4L
55436,SIDHARTHA RESTAURANT,30/03/92,1992,M4L1Z7,M4L
55437,4A`S  RESTAURANT,15/09/94,1994,M4M1L5,M4M
55438,"MADE IN JAPAN, A TERIYAKI EXPERIENCE",08/02/95,1995,M5J2H7,M5J
55439,SWARAN SWEETS & RESTAURANT,17/02/95,1995,M4L1Z2,M4L
55440,HAI SUN SEAFOOD RESTAURANT,28/06/95,1995,M4M2K1,M4M
55441,BEIJING VILLAGE,14/07/95,1995,M4M2H1,M4M
55442,BEEMAH RESTAURANT,05/10/95,1995,M4L1Z8,M4L
55443,SUN ROCK GARDEN RESTAURANT,05/10/95,1995,M4M1Y3,M4M
55444,MICHAEL'S BAR & RESTAURANT,01/01/96,1996,M4M1Z2,M4M
55445,PAPA'S RESTAURANT,18/01/96,1996,M4M1L4,M4M
55446,THE BERKELEY CAFE,29/03/96,1996,M4M2K1,M4M
55447,J C TAKE OUT RESTAURANT,02/08/96,1996,M4M1Z7,M4M
55448,THE SECOND CUP,26/04/96,1996,M5B1T1,M5B
55449,COFFEE PLUS,19/03/97,1997,M9L2K6,M9L
55450,DADDY G'S,27/01/92,1992,M1B4Y7,M1B
55451,CAFE 561,08/11/95,1995,M4V2J8,M4V
55452,CLUB YES RESTAURANT & LOUNGE,01/01/96,1996,M1B2W3,M1B
55453,PANPAN SPORTS BAR,15/07/97,1997,M6E1C7,M6E
55454,GREEN DOLPHIN RESTAURANT,08/09/95,1995,M6K1M3,M6K
55455,STARLIGHT CAFE LIMITED,17/07/96,1996,M6P1A4,M6P
55456,A & W,08/03/96,1996,M6A2T9,M6A
55457,MCDONALD'S RESTAURANTS OF CANADA LTD,19/03/96,1996,M9M2V9,M9M
55458,MCDONALD'S RESTAURANTS OF CANADA LTD,19/03/96,1996,M9W4K5,M9W
55459,COFFEE DOME,14/03/96,1996,M1N1T8,M1N
55460,TACO BELL #9811,04/10/82,1982,M9W4J9,M9W
55461,PIZZA HUT,01/01/73,1973,M9C2Z4,M9C
55462,PIZZA HUT,16/11/84,1984,M3C3L2,M3C
55463,PIZZA HUT,03/01/79,1979,M1T1A3,M1T
55464,PIZZA HUT,07/01/80,1980,M1R4E9,M1R
55465,PIZZA HUT,01/01/67,1967,M5B1J2,M5B
55466,PIZZA HUT,02/04/79,1979,M1E2M8,M1E
55467,PIZZA HUT,01/01/66,1966,M5S1T8,M5S
55468,PIZZA HUT,10/03/80,1980,M8Z1T8,M8Z
55469,PIZZA HUT,03/09/80,1980,M4A1X1,M4A
55470,PIZZA HUT,21/06/78,1978,M9V4J9,M9V
55471,GRAF BOBBY RESTAURANT,28/10/71,1971,M5E1C7,M5E
55472,NORTHERN LIGHTS,02/08/89,1989,M5V1J3,M5V
55473,MEENK'S FOOD SERVICE,29/08/89,1989,M5E1G6,M5E
55474,PIZZA HUT,27/09/91,1991,M2H3N3,M2H
55475,PIZZA HUT CANADA,04/08/92,1992,M9W1J1,M9W
55476,PIZZA HUT,31/03/93,1993,M4G3A1,M4G
55477,PIZZA HUT,01/01/94,1994,M1K1N8,M1K
55478,PIZZA HUT,01/01/94,1994,M4E1C9,M4E
55479,PIZZA HUT,08/02/94,1994,M4K3T5,M4K
55480,PIZZA HUT,09/02/94,1994,M4W2L4,M4W
55481,PIZZA HUT,13/04/95,1995,M5V1N4,M5V
55482,HERMAN CAFE & RESTAURANT,09/07/97,1997,M3J2G6,M3J
55483,PIZZA HUT CANADA,11/06/97,1997,M5M3X5,M5M
55484,PIZZA HUT CANADA,11/06/97,1997,M2N5N5,M2N
55485,PIZZA HUT,01/01/74,1974,M3N2V3,M3N
55486,PIZZA HUT #456,17/02/89,1989,M6L3C9,M6L
55487,PIZZA HUT,01/01/94,1994,M6E1B9,M6E
55488,PIZZA HUT,01/01/94,1994,M6S1M7,M6S
55489,PIZZA HUT,01/01/94,1994,M8V1H2,M8V
55490,PIZZA HUT,01/01/94,1994,M6B3S7,M6B
55491,CANTINA ARTURO,04/10/94,1994,M5H1W7,M5H
55492,PIZZA HUT CANADA,13/08/97,1997,M9P3C3,M9P
55493,DRUXY'S FAMOUS DELI #34,16/07/85,1985,M2J4Z8,M2J
55494,DEBUT,22/08/96,1996,M4K1P7,M4K
55495,MENUTECH,18/07/97,1997,M5V3A8,M5V
55496,NIFTY NOOK,01/01/64,1964,M6S2E2,M6S
55497,THE BILL FISH & CHIPS RESTAURANT,09/08/96,1996,M4E2W1,M4E
55498,ADEGA VINCENTE RESTAURANT,18/08/83,1983,M6J3A1,M6J
55499,POPPA NICK'S,27/07/92,1992,M6K1G4,M6K
55500,CAFFE LAMEZIA,16/02/93,1993,M6E3T1,M6E
55501,MIGHTY MIKE'S,08/03/95,1995,M6P1A4,M6P
55502,RAGUSA RISTORANTE,08/01/96,1996,M5V2W9,M5V
55503,SUSAN'S PLACE,06/05/97,1997,M8V3K8,M8V
55504,SIR JOHNSWOOD FISH & CHIPS,17/01/94,1994,M1E4P7,M1E
55505,MRS VANELLI'S PIZZA & ITALIAN FOOD,10/09/92,1992,M9B3Y8,M9B
55506,TACO BELL,29/11/82,1982,M1T3K3,M1T
55507,TACO BELL #9856,19/09/85,1985,M3J1N6,M3J
55508,TACO BELL #15776,16/06/94,1994,M8Z1V1,M8Z
55509,M & S DONUTS & MORE,27/06/97,1997,M1C4Y8,M1C
55510,TARIN ROTI SHOP,07/02/95,1995,M5A2R7,M5A
55511,HILLAC COFFEE AND BILLIARDS,09/01/97,1997,M6P1Y3,M6P
55512,BURGER SHACK,05/10/88,1988,M2J3C1,M2J
55513,COFFEE TIME DONUTS,13/07/94,1994,M9W3W8,M9W
55514,ORANGE PEEL CAFE,15/07/96,1996,M4G3B7,M4G
55515,3 FOR 1 PIZZA AND WINGS,01/05/95,1995,M1J1E4,M1J
55516,,01/01/66,1966,M6A2B8,M6A
55517,NEW WORLD,20/09/83,1983,M2H3B2,M2H
55518,DELICAFE RESTAURANT,06/03/89,1989,M4G3B5,M4G
55519,BOBBIE'S CANTEEN,23/01/91,1991,M2J1R5,M2J
55520,FAR EAST PARADISE,08/03/91,1991,M4G3B7,M4G
55521,MACMILLAN'S CAFE RESTAURANT,12/06/92,1992,M4G3V3,M4G
55522,WING MACHINE #7,14/09/93,1993,M2J1L8,M2J
55523,NEWTON SEAFOOD RESTAURANT,14/06/94,1994,M2H3N3,M2H
55524,BON JOUR CAFE,01/01/95,1995,M2J4T1,M2J
55525,OJA NOODLE HOUSE,26/04/95,1995,M4H1C3,M4H
55526,YORKVILLE GARDENS CHINESE RESTAURANT,05/10/95,1995,M5S1T8,M5S
55527,HALLCROWN CAFE,01/01/96,1996,M2J4Z2,M2J
55528,PLANET KIDZ,29/02/96,1996,M4G3B6,M4G
55529,ECLIPSE BAR & GRILL,21/05/96,1996,M4H1H2,M4H
55530,TENNESSEE'S AMERICAN BAR & EATERY LTD,27/05/96,1996,M4G3B7,M4G
55531,UNCLE HARRY'S FISH & CHIPS,25/04/90,1990,M1K1N8,M1K
55532,2 4 1 PIZZA,24/01/92,1992,M1C1B4,M1C
55533,MYSTERY PIZZA CHICKEN,04/06/96,1996,M1C4Y8,M1C
55534,PARK CENTRE CAFE,19/04/90,1990,M3C1W3,M3C
55535,GEORGE'S DRIVE-IN BURGERS,23/10/90,1990,M1H2Y2,M1H
55536,SUBWAY SANDWICHES & SALADS,04/11/91,1991,M3C3L2,M3C
55537,KING TRAIL NOODLE DELIGHT,13/01/92,1992,M1C1B4,M1C
55538,ALL-STAR BAR & EATERY,07/05/93,1993,M1E2M4,M1E
55539,WING MACHINE,02/06/94,1994,M1B1K1,M1B
55540,LOST PARADISE,01/01/95,1995,M1H2A9,M1H
55541,THE HOMESTEAD,10/02/95,1995,M1H2A4,M1H
55542,HING-LUCK RESTAURANT,06/03/95,1995,M1K1N8,M1K
55543,HENNY LANE HOME STYLE CHICKEN,30/10/95,1995,M3C1P8,M3C
55544,CAFE ATLANTIS,01/01/96,1996,M3C2K6,M3C
55545,CISCO'S COFFEE SHOP,19/03/96,1996,M3C1Z5,M3C
55546,NEW KALYANI TAKEOUT,01/05/97,1997,M1J3C5,M1J
55547,MIKE'S BURGERS,01/01/75,1975,M8V3B8,M8V
55548,BAKER'S DOZEN DONUTS CORPORATION,17/05/95,1995,M1E2N5,M1E
55549,MAIMANA SMOKE SHOP,10/11/95,1995,M1B4Y7,M1B
55550,THE BREAK CAFE,16/06/87,1987,M1B3V4,M1B
55551,DARLYN'S RESTAURANT,29/06/88,1988,M1B3A4,M1B
55552,WANG'S WOK EXPRESS CHINESE FOOD,24/05/91,1991,M1E2N2,M1E
55553,TREATS,27/04/92,1992,M1B4Y7,M1B
55554,THE LOCAL WATERING HOLE,16/09/93,1993,M1E2P8,M1E
55555,INDIA CAFE,29/09/94,1994,M4Y2W2,M4Y
55556,AMIGO HOT DOGS/FRIES AND SPICY FOODS,01/01/95,1995,M1B4Y7,M1B
55557,2 FOR 1 TASTY SUB PIZZA & CHICKEN WINGS CO,18/04/95,1995,M1E2M9,M1E
55558,GOLDEN GRIDDLE PANCAKE HOUSE,14/07/95,1995,M1B3C6,M1B
55559,TEX'S GRILL,01/11/95,1995,M1B5M5,M1B
55560,RELAX BAR & GRILL,22/03/96,1996,M1B5J6,M1B
55561,21ST CENTURY COFFEE & DELI,13/08/97,1997,M1L1E1,M1L
55562,CHRISTOPHER CHARCOAL PIT,01/01/79,1979,M1G1R1,M1G
55563,BAKER'S DOZEN DONUTS,26/04/91,1991,M1J1E4,M1J
55564,TAKE A BREAK CAFE,15/09/94,1994,M1G1P6,M1G
55565,DONUT SUPREME,12/04/96,1996,M1H3E2,M1H
55566,FEATHER'S FISH AND CHIPS,01/01/93,1993,M1E4Z4,M1E
55567,JET GARDEN TAKE OUT,22/04/96,1996,M1G1P5,M1G
55568,ANU PIZZA WINGS & SUB,24/09/96,1996,M1E4B8,M1E
55569,CROWN SUBMARINE,07/01/86,1986,M1J1E6,M1J
55570,TRANS CONTINENTAL CUISINE & BUFFET,15/06/90,1990,M1H3B7,M1H
55571,STEEPHENS FAMILY RESTAURANT,16/01/92,1992,M1H1A9,M1H
55572,ZELLERS INC,30/01/92,1992,M1H1B2,M1H
55573,WINSTON'S KITCHEN,02/02/94,1994,M1G1P5,M1G
55574,FLYING SCOT RESTAURANT AND TAVERN,22/04/94,1994,M1E4P7,M1E
55575,SUBWAY SANDWICH AND SALAD SHOP,30/05/94,1994,M1G1P4,M1G
55576,MUFFIN BREAK,01/01/95,1995,M1T3K8,M1T
55577,CITY CAFE,19/01/95,1995,M1E4V8,M1E
55578,SEEMMAI CATERING & TAKEOUT,15/01/96,1996,M1G2V2,M1G
55579,MAUREEN'S CATERING AND TAKE-OUT,13/06/96,1996,M1G1R7,M1G
55580,PASUPATHY VILLASA,04/09/96,1996,M1G1P6,M1G
55581,J J'S CAFE,11/06/85,1985,M6A2T9,M6A
55582,CENTRO CAFFE,07/05/93,1993,M9L1Y8,M9L
55583,"VITAL BUFFET, INCORPORATED",30/05/95,1995,M1J1K2,M1J
55584,PACIFIC RESTAURANT,21/08/95,1995,M1S1V2,M1S
55585,I DON KNOWS,11/01/93,1993,M8Z2C9,M8Z
55586,DELIGHT FISH & CHIPS,01/01/82,1982,M1J2H6,M1J
55587,TINA'S FAMILY RESTAURANT & BAR,23/10/90,1990,M1J2H7,M1J
55588,ROLAND'S TAKEOUT RESTAURANT,30/03/93,1993,M1J2E4,M1J
55589,PALM COURT RESTAURANT,01/01/95,1995,M1J2E1,M1J
55590,BLUE RIBBON RESTAURANT,19/06/95,1995,M1J3C2,M1J
55591,J J DELI & CAFE,19/04/96,1996,M4S3C4,M4S
55592,NEW PALM COURT RESTAURANT,10/05/96,1996,M1J2E1,M1J
55593,BK FAMILY RESTAURANT,01/01/67,1967,M5G1K2,M5G
55594,MYSTERY PIZZA & CHICKEN LTD.,27/05/91,1991,M4B2V7,M4B
55595,J.R. HAMBURGERS & SUBMARINES,14/04/94,1994,M1K2P3,M1K
55596,TRANSIT CAFE,15/07/96,1996,M5J1E5,M5J
55597,GRANNY'S FISH & CHIPS,12/07/90,1990,M5H1T1,M5H
55598,ST. LAWRENCE PIZZA AND ICE CREAM,09/07/91,1991,M5E1C2,M5E
55599,NITE LIFE CAFE,12/04/76,1976,M1K2P3,M1K
55600,PETER'S NATURAL HEALTH FOODS,01/01/77,1977,M5E1C3,M5E
55601,CASA MANNA,01/01/78,1978,M5X1K7,M5X
55602,CAFE COCO,27/03/85,1985,M5G2C8,M5G
55603,SUNNY'S BAR & GRILL,25/04/84,1984,M5G2C8,M5G
55604,THE CHINESE & WALLMAGOO'S,01/01/90,1990,M5J2K9,M5J
55605,PIER 4 STOREHOUSE RESTAURANT,01/01/90,1990,M5J2K9,M5J
55606,MEESTER MIKE'S,03/05/90,1990,M5J2Z1,M5J
